URL,Date,Title,Author,Type,Price,Summary,Publication Year,Language,ISBN,Category,Copyright,Contributors,Pages,Binding,Interior Color,Dimensions,Format,Keywords
https://www.lulu.com//shop/hans-joachim-nebel/gedanken-der-stille/ebook/product-18n7gkrw.html?q=Walder,2023-06-15,Gedanken der Stille,Hans - Joachim Nebel,Ebook,6.76,"Nach seiner 20 jährigen Alkoholsucht fand der Autor wieder zu seiner JUgendliebe, der Natur zurück und schreibt erfolgreich Lyrik. Seit 15 Jahren lebt Hans - Joachim Nebel abstinent. Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Blumen', 'Einsamkeit', 'Walder', 'Hauen']"
https://www.lulu.com//shop/hans-joachim-nebel/du-mein-trost-du-mein-verlangen/ebook/product-1z8dqk6r.html?q=Walder,2023-06-15,"Du mein Trost, du mein Verlangen",Hans - Joachim Nebel,Ebook,6.76,"Seit über 15 Jahren schreibt Hans - Joachim Nebel,
schwermütige und romantische Lyrik im Stil seiner grossen Vorbilder wie, Eichendorff, Lenau. Hebbel, Chamisso, Schiller, H.Heine. Der Autor lebt sehr zurückgezogen. Er war 20 Jahre schwer alkoholabhängig und lebt seit Jahren abstinent. Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Bache', 'Walder', 'Stille', 'Geheimnisvolle']"
https://www.lulu.com//shop/hans-joachim-nebel/am-wildbach-wo-die-drossel-singt/ebook/product-12v9zy9p.html?q=Walder,2023-06-15,"Am Wildbach, wo die Drossel singt",Hans - Joachim Nebel,Ebook,4.57,der autor schreibt nach seiner 20 jährigen alkoholsucht romantische lyrik. er lebt seit 15 jahren abstinent und zurückgezogen .,2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Seen', 'Walder', 'Auen', 'Haine']"
https://www.lulu.com//shop/hans-joachim-nebel/gedanken-ohne-wiederkehr/paperback/product-18nr8w4e.html?q=Walder,2023-06-15,Gedanken ohne Wiederkehr...,Hans - Joachim Nebel,Paperback,24.81,"Der Autor schreibt erfolgreich schwermütige und romantische Lyrik. Nach seiner 20 jährigen Alkoholsucht fand er wieder zu seiner Jugendliebe, der Natur zurück. Er lebt sehr zurückgezogen. Hans - Joachim Nebel ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,9781446141458,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,42,Paperback,Color,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Blumen', 'Einsamkeit', 'Walder', 'Auen']"
https://www.lulu.com//shop/hans-joachim-nebel/abendrot-du-mein-verlangen/paperback/product-12vy54rd.html?q=Walder,2023-06-15,"Abendrot, du mein Verlangen",Hans - Joachim Nebel,Paperback,49.91,"Der Autor schreibt seite Jahren schwermütige und romantische Lyrik. Er liebt die Waldeinsamkeit mit ihrem rauschen der Wälder, das geimnisvolle, Verborgene und Einzigartige. Im Frieden der Natur sieht er die Kraft der Schöpfung, als Ausdruck von wildromantischer und unvergänglicher Schönheit. Er ist Mitglied der Goethe Gemeinschaft in Weimar.",2011,German,9781447831495,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,131,Paperback,Color,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Walder', 'Auen', 'Seen. Haine']"
https://www.lulu.com//shop/hans-joachim-nebel/blicke-der-geborgenheit/ebook/product-1gv6e72p.html?q=Walder,2023-06-15,Blicke der Geborgenheit,Hans - Joachim Nebel,Ebook,5.51,"Der Autor schreibt seit Jahren schwermütige und romantische Lyrik. Er lebt sehr zurückgezogen und liebt das rauschen der Wälder, Auen, Haine und Fluren, als Ausdruck von wildromantischer Schönheit.
Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Blumen', 'Einsamkeit', 'Walder', 'Hauen']"
https://www.lulu.com//shop/hans-joachim-nebel/blattgefl%C3%BCster/ebook/product-14nwzm9d.html?q=Walder,2023-06-15,Blattgeflüster,Hans - Joachim Nebel,Ebook,6.76,Der Autor schreibt seit Jahren schwermütige und romantische Lyrik. Er lebt sehr zurückgezogen. Es gibt 39 Werke von Hans Joachim Nebel. Er ist Mitglied der Goethe Gesellschaft in Weimar.,2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Auen', 'Haine', 'Quellen', 'Walder']"
https://www.lulu.com//shop/hans-joachim-nebel/gedanken-ohne-wiederkehr/ebook/product-1k8rqd7g.html?q=Walder,2023-06-15,Gedanken ohne Wiederkehr...,Hans - Joachim Nebel,Ebook,5.51,"Der Autor schreibt erfolgreich schwermütige und romantische Lyrik. Nach seiner 20 jährigen Alkoholsucht fand er wieder zu seiner Jugendliebe, der Natur zurück. Er lebt sehr zurückgezogen. Hans - Joachim Nebel ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Blumen', 'Einsamkeit', 'Walder', 'Auen']"
https://www.lulu.com//shop/hans-joachim-nebel/abendrot-du-mein-verlangen/ebook/product-1gvmedry.html?q=Walder,2023-06-15,"Abendrot, du mein Verlangen",Hans - Joachim Nebel,Ebook,5.61,der autor lebt sehr zurückgezogen in einer wildromantischen waldidylle.er liebt die einsamkeit und widmet sich seit jahren dem schreiben von schwermütiger und romantischer lyrik. er ist mitglied der goethe gesellschaft in weimar.,2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Blumen', 'Einsamkeit', 'Walder', 'Auen']"
https://www.lulu.com//shop/hans-joachim-nebel/abendgold-du-mein-verlangen/ebook/product-1dnw5yjk.html?q=Walder,2023-06-15,"Abendgold, du mein Verlangen...",Hans - Joachim Nebel,Ebook,6.76,"Die Werke von Hans - Joachim Nebel erfreuen sich immer mehr größter Beliebtheit. Seine Werke vermitteln innere Zufriedenheit und Geborgenheit.
Der Autor lebt sehr zurückgezogen. Er liebt die Einsamkeit, das rauschen der Wälder, Auen, Haine und Seen, als Ausdruck von wildromantischer und unvergänglicher Schönheit. Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Blumen', 'Einsamkeit', 'Walder', 'Hauen']"
https://www.lulu.com//shop/hans-joachim-nebel/am-wildbach-wo-die-drossel-singt/paperback/product-1gvnwnrq.html?q=Walder,2023-06-15,"Am Wildbach, wo die Drossel singt",Hans - Joachim Nebel,Paperback,30.97,der autor schreibt nach seiner 20 jährigen alkoholsucht romantische lyrik. er lebt seit 15 jahren abstinent und zurückgezogen .,2011,German,9781445291123,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,64,Paperback,Color,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Seen', 'Walder', 'Auen', 'Haine']"
https://www.lulu.com//shop/hans-joachim-nebel/abendgold-du-mein-verlangen/paperback/product-1qz5mynd.html?q=Walder,2023-06-15,"Abendgold, du mein Verlangen...",Hans - Joachim Nebel,Paperback,27.22,"Die Werke von Hans - Joachim Nebel erfreuen sich immer mehr größter Beliebtheit. Seine Werke vermitteln innere Zufriedenheit und Geborgenheit.
Der Autor lebt sehr zurückgezogen. Er liebt die Einsamkeit, das rauschen der Wälder, Auen, Haine und Seen, als Ausdruck von wildromantischer und unvergänglicher Schönheit. Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,9781446142493,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,55,Paperback,Color,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Blumen', 'Einsamkeit', 'Walder', 'Hauen']"
https://www.lulu.com//shop/hans-joachim-nebel/abendgedanken/paperback/product-19qrkr25.html?q=Walder,2023-06-15,Abendgedanken,Hans - Joachim Nebel,Paperback,15.13,"der autor lebt sehr zurückgezogen und schreibt seit jahren schwermütige und romantische lyrik.
er liebt das rauschen der wälder, auen, haine und seen, als ausdruck von wildromantischer und unvergänglicher schönheit. die natur gibt ihm das, was der mensch ihm nicht geben kann, trost und geborgenheit. er ist mitglied der goethe gesellschaft in weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,210,Paperback,Black & White,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Walder', 'Auen', 'Haine', 'Seen']"
https://www.lulu.com//shop/gerhard-b%C3%BCttner/und-immer-wieder-bl%C3%BChen-wiesen-und-w%C3%A4lder/ebook/product-1452kry5.html?q=Walder,2023-06-15,UND IMMER WIEDER BLÜHEN WIESEN UND WÄLDER,Gerhard Büttner,Ebook,5.67,"Der Inhalt des Buches zeigt das Schicksal einer deutschen Familie über den Zeitraum von 1731-2001.
Die Handlung findet im Deutschland und in Amerika statt und nimmt Bezug auf den Soldatenhandel deutscher Fürsten.",2009,German,N/A,Fiction,All Rights Reserved - Standard Copyright License,By (author): Gerhard Buttner,,,,,PDF,"['1731-2001', 'Roman', 'Lessing', 'Soldatenverkauf', 'WTC']"
https://www.lulu.com//shop/hans-joachim-nebel/blicke-des-schweigens/ebook/product-14nwjk2q.html?q=Walder,2023-06-15,Blicke des Schweigens,Hans - Joachim Nebel,Ebook,5.61,"der autor war fast 20 jahre alkoholabhängig. er konnte seine sucht besiegen. seit jahren schreibt er erfahrungsbericht, sowie schwermütige und romantische lyrik. er lebt sehr zurückgezogen und ist mitglied der goethe gesellschafft.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Walder', 'Auen', 'Seen. Haine']"
https://www.lulu.com//shop/hans-joachim-nebel/abendrot-du-mein-verlangen/ebook/product-14nw4pjz.html?q=Walder,2023-06-15,"Abendrot, du mein Verlangen",Hans - Joachim Nebel,Ebook,6.86,"Der Autor schreibt seite Jahren schwermütige und romantische Lyrik. Er liebt die Waldeinsamkeit mit ihrem rauschen der Wälder, das geimnisvolle, Verborgene und Einzigartige. Im Frieden der Natur sieht er die Kraft der Schöpfung, als Ausdruck von wildromantischer und unvergänglicher Schönheit. Er ist Mitglied der Goethe Gemeinschaft in Weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Walder', 'Auen', 'Seen. Haine']"
https://www.lulu.com//shop/hans-joachim-nebel/blattgefl%C3%BCster/ebook/product-16qzzmvn.html?q=Walder,2023-06-15,Blattgeflüster,Hans - Joachim Nebel,Ebook,5.51,"Der Autor wurde am 14.08.1952 in der romantischen Stadt Dahme/Mark geboren. Seit Jahren schreibt er schwermütige und romantische Lyrik im Stil seiner großen Vorbilder, wie z.B. Eichendorff, Lenau, Schiller, Hebbel, Brenatano, nur um einige zu nennen.
Der Autor lebt sehr zurückgezogen. Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Blumen', 'Einsamkeit', 'Walder', 'Hauen']"
https://www.lulu.com//shop/hans-joachim-nebel/stimmen-der-sehnsucht/hardcover/product-16q79nqk.html?q=Walder,2023-06-15,Stimmen der Sehnsucht,Hans - Joachim Nebel,Hardcover,38.83,"seit jahren schreibt der autor schwermütige und romantische lyrik. hans - joachim lebt sehr zurückgezogen in einer wildromantischen waldidylle,
wor er tag täglich sehenswürdige nahrung für seine schönheitshungrigen augen findet. er liebt die einsamkeit. er ist mitglied der goethe gesellschaft in weimar. es gibt 39 buchpublikationen von hans joachim nebel.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,83,Hardcover,Color,US Trade (6 x 9 in / 152 x 229 mm),,"['Blumen', 'Einsamkeit', 'Walder', 'Auen']"
https://www.lulu.com//shop/hans-joachim-nebel/blicke-der-geborgenheit/paperback/product-18nrmewr.html?q=Walder,2023-06-15,Blicke der Geborgenheit,Hans - Joachim Nebel,Paperback,27.79,"Der Autor schreibt seit Jahren schwermütige und romantische Lyrik. Er lebt sehr zurückgezogen und liebt das rauschen der Wälder, Auen, Haine und Fluren, als Ausdruck von wildromantischer Schönheit.
Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,9781446138595,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,65,Paperback,Color,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Blumen', 'Einsamkeit', 'Walder', 'Hauen']"
https://www.lulu.com//shop/hans-joachim-nebel/quellen-der-erinnerung/paperback/product-1nqgjnpz.html?q=Walder,2023-06-15,Quellen der Erinnerung,Hans - Joachim Nebel,Paperback,12.47,Der Autor war 20 Jahre alkoholabhängig. Seine Sucht bekämpfte er erfolgreich und lebt seit 15 Jahren abstinent. Hans Joachim Nebel schreibt erfolgreich romantische und schwermütige Lyrik. Es gibt 39 Buchpublikationen von ihm. Er ist Mitglied der Goethe Gesellschaft in Weimar.,2011,German,9781446133910,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,47,Paperback,Black & White,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Blumen', 'Einsamkeit', 'Walder', 'Auen']"
https://www.lulu.com//shop/hans-joachim-nebel/mondbegl%C3%A4nzte-sommernacht/ebook/product-1gvm6eww.html?q=Walder,2023-06-15,Mondbeglänzte Sommernacht,Hans - Joachim Nebel,Ebook,6.76,"Der Autor schreibt seit Jahren erfolgreich romantische und schwermütige Lyrik im Stil seiner grossen Vorbilder, wie Eichendorff, Hebbel, Lenau, Brentano, Arnim, Günderode, nur um einige zu nennen. Hans Joachim Nebel lebt sehr zurückgezogen.
Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Abendrot', 'Stille', 'Schweigen', 'Walder', 'Auen']"
https://www.lulu.com//shop/hans-joachim-nebel/mondbegl%C3%A4nzte-fr%C3%BChlingsnacht/paperback/product-16qrkjzz.html?q=Walder,2023-06-15,Mondbeglänzte Frühlingsnacht,Hans - Joachim Nebel,Paperback,30.88,"Der Autor hat seine 20 jährige Alkoholsucht erfolgreich bekämpft und lebt seit 15 Jahren abstinent und zurückgezogen. Er liebt das rauschen der Wälder, Auen, Seen und Haine als Ausdruck von wildromantischer und unvergänglicher Schönheit. 
es gibt mittlerweile 39 Werke von Hans - Joachim Nebel. Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,9781446137819,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,66,Paperback,Color,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Abendrot', 'Stille', 'Schweigen', 'Walder', 'Auen']"
https://www.lulu.com//shop/hans-joachim-nebel/von-der-sucht-zur-romantik/paperback/product-1vk45knv.html?q=Walder,2023-06-15,Von der Sucht zur Romantik,Hans - Joachim Nebel,Paperback,85.63,"Der Autor schreibt seit Jahren erfolgreich schwermütige und romantische Lyrik. Nach seiner 20 jährigen Alkoholsucht fand er wieder zu seiner Jugendliebe, der Natur zurück. Er lebt seit 15 Jahren abstinent und sehr zurückgezogen. Der Autor ist Mitglied der Goethe Gesellscahft in Weimar.",2011,German,9781446140642,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,245,Paperback,Color,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Abendrot', 'Stille', 'Schweigen', 'Walder', 'Auen']"
https://www.lulu.com//shop/hans-joachim-nebel/wenn-das-edelweiss-in-bl%C3%BCte-steht/paperback/product-1gv8k97r.html?q=Walder,2023-06-15,Wenn das Edelweiss in Blüte steht,Hans - Joachim Nebel,Paperback,26.63,"Der Autor lebt sehr zurückgezogen und widmet sich dem schreiben von schwermütiger und romantischer Lyrik. Im Frieden der Natur sieht er die Kraft der Schöpfung, als Ausdruck von wildromantischer und unvergänglicher Schönheit. Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,9781446141427,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,53,Paperback,Color,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Abendrot', 'Stille', 'Schweigen', 'Walder', 'Auen']"
https://www.lulu.com//shop/hans-joachim-nebel/tr%C3%A4ume-die-ber%C3%BChren/ebook/product-12v97pg5.html?q=Walder,2023-06-15,Träume die berühren,Hans - Joachim Nebel,Ebook,5.51,"Der Autor wurde 1952 in der romantischen Kleinstadt Dahme/Mark geboren. Schon als kInd liebte er die Schönheit der Natur mit ihrem Singen, das rauschen der Wälder. Nach seiner 20 jährigen Alkoholsucht, begann er romantische und schwermütige Lyrik zu schreiben. Seit 15 Jahren lebt er abstinent. Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Blumen', 'Einsamkeit', 'Walder', 'Auen']"
https://www.lulu.com//shop/hans-joachim-nebel/abendgedanken/ebook/product-1dnw2d2m.html?q=Walder,2023-06-15,Abendgedanken,Hans - Joachim Nebel,Ebook,5.61,"der autor lebt sehr zurückgezogen und schreibt seit jahren schwermütige und romantische lyrik.
er liebt das rauschen der wälder, auen, haine und seen, als ausdruck von wildromantischer und unvergänglicher schönheit. die natur gibt ihm das, was der mensch ihm nicht geben kann, trost und geborgenheit. er ist mitglied der goethe gesellschaft in weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Walder', 'Auen', 'Haine', 'Seen']"
https://www.lulu.com//shop/hans-joachim-nebel/tr%C3%A4ume-der-erinnerung/ebook/product-159kmqp4.html?q=Walder,2023-06-15,Träume der Erinnerung,Hans - Joachim Nebel,Ebook,6.76,"Nach seiner 20 jährigen Alkoholsucht fand der Autor wieder zu seiner Jugendliebe, der Natur zurück.
Es gibt 39 Buchpublikatioen von Hans - Joachim Nebel.
Er liebt die Einsamkeit, das rauschen der Wälder, Auen, Haine und Seen, als Ausdruck von wildromantischer und unvergänglicher Schönheit. Er ist Mitglied der Goethe Gesellschaft in Weimar.",2011,German,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Hans - Joachim Nebel,,,,,PDF,"['Blumen', 'Einsamkeit', 'Walder', 'Auen']"
