URL,Title,Author,Type,Price,Summary,Publication Year,Language,ISBN,Category,Copyright,Contributors,Pages,Binding,Interior Color,Dimensions,Format,Keywords
https://www.lulu.com//shop/george-edward-ellis/memorial-of-john-harvard/ebook/product-1epzkkvp.html?q=Harvard+University,Memorial Of John Harvard,George Edward Ellis,Ebook,0.00,"Who  was John Harvard?   Why  would he and his wife,  Ann,  leave what was to be a privileged life in England  to which a Cambridge graduate  was likely destined?   This small volume  affords  some rather salient   insights   into his life and personal  philosophy  gained in studies  at Emmanuel  College, as told by George E. Ellis, LL.D. at the unveiling of the John Harvard statue, 1884.",2011,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,By (author): George Edward Ellis,,,,,PDF,"['John Harvard', 'Harvard University', 'Puritan', 'Cambridge', 'Emmanuel College']"
https://www.lulu.com//shop/lacey-a-hudspeth/chiliad/paperback/product-1yjgz8m4.html?q=Harvard+University,Chiliad,Lacey A. Hudspeth,Paperback,8.20,"Lacey A. Hudspeth is a graduate student at Harvard University. She is interested in the merging of Philosophy, Poetry, and Phenomenology.",2015,English,9781329722750,Poetry,All Rights Reserved - Standard Copyright License,By (author): Lacey A. Hudspeth,14,Saddle Stitch,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,[]
https://www.lulu.com//shop/herbert-f-vetter/harvards-unitarian-presidents/paperback/product-1w72jp9.html?q=Harvard+University,Harvard's Unitarian Presidents,Herbert F. Vetter,Paperback,11.24,"From 1810 until 1933 all of the presidents of Harvard University were Unitarians—a span of 123 years. Who were these leaders of higher education in the United States of America? The following online illustrated stories seek to answer that question. For delightfully longer biographies, see the classic Three Centuries of Harvard 1636-1936 by Samuel Eliot Morison, and Harvard Observed by John T. Bethell.",2007,English,N/A,History,All Rights Reserved - Standard Copyright License,By (author): Herbert F. Vetter,63,Saddle Stitch,Black & White,US Letter (8.5 x 11 in / 216 x 279 mm),,"['Harvard', 'Unitarian', 'University', 'President', 'History', 'Cambridge']"
https://www.lulu.com//shop/george-edward-ellis/memorial-of-john-harvard/paperback/product-12mp9qn7.html?q=Harvard+University,Memorial Of John Harvard,George Edward Ellis,Paperback,5.95,"Who  was John Harvard?   Why  would he and his wife,  Ann,  leave what was to be a privileged life in England  to which a Cambridge graduate  was likely destined?   This small volume  affords  some rather salient   insights   into his life and personal  philosophy  gained in studies  at Emmanuel  College, as told by George E. Ellis, LL.D. at the unveiling of the John Harvard statue, 1884.",2009,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,By (author): George Edward Ellis,33,Saddle Stitch,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['John Harvard', 'Harvard University', 'Puritan', 'Cambridge', 'Emmanuel College']"
https://www.lulu.com//shop/brad-smith/the-immortal-life-of-henrietta-lacks/ebook/product-eygq9r.html?q=Harvard+University,The Immortal Life of Henrietta Lacks,Brad Smith,Ebook,24.32,"A study conducted by the formidably sober and scientific Harvard University found that patients who were prayed for recovered quicker than those who weren’t, even if they weren’t aware of the prayer.",2023,English,N/A,Art & Photography,All Rights Reserved - Standard Copyright License,By (author): Brad Smith,,,,,PDF,['Harvard']
https://www.lulu.com//shop/jeffry-burchard/jeffry-burchard-projects-from-the-harvard-graduate-school-of-design/paperback/product-1j4d4gw.html?q=Harvard+University,Jeffry Burchard - Projects from the Harvard Graduate School of Design,Jeffry Burchard,Paperback,24.02,A consolidated overview of the processes interacted with at the Harvard University Graduate School of Design.  2006-2008,2008,English,N/A,Art & Photography,All Rights Reserved - Standard Copyright License,By (author): Jeffry Burchard,61,Saddle Stitch,Color,A4 (8.27 x 11.69 in / 210 x 297 mm),,"['design', 'architecture', 'burchard', 'jeffry', 'brazil', 'nanjing', 'detroit', 'algorithmic', 'reality', 'television']"
https://www.lulu.com//shop/richard-estes/wycliffe-new-testament-by-john-wycliffe-revised-by-john-purvey-around-1400/paperback/product-1zkmj24m.html?q=Harvard+University,"WYCLIFFE NEW TESTAMENT BY JOHN WYCLIFFE, REVISED BY JOHN PURVEY AROUND 1400",RICHARD ESTES,Paperback,149.56,"This Wycliffe New Testament is from the Richardson #3 at Houghton Library at Harvard University at Cambridge, Mass. When I had already done it, I had to make it in 3 Books. The cost was not cheap, plus shipment was for 3 Books. Now it is in 1 Book, 482 pages. Now you can buy it. All profit will go to the Harvard University to help to make other special books.",2012,English,9781105538681,History,All Rights Reserved - Standard Copyright License,By (author): RICHARD ESTES,482,Paperback,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,['Wycliffe New Testament']
https://www.lulu.com//shop/john-t-kirkland-dd-lld/harvard-political-science-discourse-1816/ebook/product-19qppmyn.html?q=Harvard+University,"Harvard Political Science Discourse, 1816","John T. Kirkland, D.D., L.L.D.",Ebook,0.00,"Political Science Discourse by John Thornton Kirkland, D.D., L.L.D.  President of Harvard University. 1816.

This pamphlet is a reprint of Dr. Kirkland's Discourse to the assembled Massachusetts Government officials upon their election to office, therefore serving as government sanction of the doctrines presented. The series of Election Discourses began in 1636, and continued well past the Civil war era, always presented by the best Ivy League alumni.",2011,English,N/A,History,All Rights Reserved - Standard Copyright License,"By (author): John T. Kirkland, D.D., L.L.D.",,,,,PDF,"['Harvard', 'Princeton', 'Government', 'Politics', 'Political Science', 'nassau-hall']"
https://www.lulu.com//shop/john-t-kirkland-dd-lld/harvard-political-science-discourse-1816/paperback/product-19k6pze.html?q=Harvard+University,"Harvard Political Science Discourse, 1816","John T. Kirkland, D.D., L.L.D.",Paperback,5.83,"Political Science Discourse by John Thornton Kirkland, D.D., L.L.D.  President of Harvard University. 1816.
<p>
This pamphlet is a reprint of Dr. Kirkland's Discourse to the assembled Massachusetts Government officials upon their election to office, therefore serving as government sanction of the doctrines presented. The series of Election Discourses began in 1636, and continued well past the Civil war era, always presented by the best Ivy League alumni.",2007,English,N/A,History,All Rights Reserved - Standard Copyright License,"By (author): John T. Kirkland, D.D., L.L.D.",32,Saddle Stitch,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Harvard', 'Princeton', 'Government', 'Politics', 'Political Science', 'nassau-hall']"
https://www.lulu.com//shop/frederic-patenaude/how-to-learn-any-language-in-a-flash/ebook/product-9nvp9m.html?q=Harvard+University,How to Learn Any Language in a Flash,Frederic Patenaude,Ebook,42.10,"A study conducted by the formidably sober and scientific Harvard University found that patients who were prayed for recovered quicker than those who weren’t,",2023,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,By (author): Frederic Patenaude,,,,,PDF,['Language']
https://www.lulu.com//shop/herbert-f-vetter/the-harvard-square-book/paperback/product-1e5de8v.html?q=Harvard+University,The Harvard Square Book,Herbert F. Vetter,Paperback,16.50,"This book contains five parts, all relating to Harvard Square in Cambridge, Massachusetts. From ""The First Independent Thanksgiving"" shows Harvard Square as the locus of the Thanksgiving Proclamation of 1774. to the original ""History of Cambridge,"" first published in 1801, was written by the Rev. Abiel Holmes. Long used by Cambridge school children, that text is here illustrated for the first time. ""Harvard Honors Nelson Mandela"" portrays the outdoor celebration of 25,000 people when, for only the third time in its history, Harvard presented an honorary degree outside of its regular academic convocations. University photographers abundantly recorded the occasion. Finally, ""Harvard Gallery of Photographs by Rick Stafford"" consists of images of people in the Harvard Square environs illustrating diverse fields of learning and life.",2007,English,9780615160825,History,All Rights Reserved - Standard Copyright License,By (author): Herbert F. Vetter,110,Paperback,Black & White,US Letter (8.5 x 11 in / 216 x 279 mm),,"['Cambridge', 'Harvard', 'History', 'Mandela', 'church', 'unitarian']"
https://www.lulu.com//shop/christopher-reichert/memories-of-our-friend-sue-williamson/hardcover/product-1k8dv7y.html?q=Harvard+University,Memories of our friend Sue Williamson,Christopher Reichert,Hardcover,32.95,"This is a book of collected memories of Sue Williamson, Director of the MPA programs at the John F. Kennedy School of Government at Harvard University.",2006,English,N/A,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Christopher Reichert,280,Linen Wrap,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Sue Williamson', 'Harvard', 'Kennedy School']"
https://www.lulu.com//shop/john-jarvis/hnmun-handbook-2016-2017/paperback/product-1wr5rvq6.html?q=Harvard+University,HNMUN Handbook 2016-2017,John Jarvis,Paperback,9.27,"This is the professional and academic Handbook written by Bay Path University Students in Longmeadow, Massachusetts, to guide their work as delegates of the Lebanese Republic at the Harvard National Model United Nations 2017.",2017,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,By (author): John Jarvis,130,Paperback,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,"['Bay Path University', 'HNMUN', 'Lebanese Republic', 'Lebanon', 'United Nations', 'UN']"
https://www.lulu.com//shop/reuben-puffer-dd/harvard-political-discourse-1803/ebook/product-1z8gnk2z.html?q=Harvard+University,Harvard Political Discourse 1803,"Reuben Puffer, D.D.",Ebook,0.00,"About this Book…

Harvard Political Discourse 1803.

By Reuben Puffer, D.D.

Reuben Puffer, graduated Harvard, B.A. 1778. He received the degree at Harvard of S.T.D., (Doctorate in Sacred Theology) in 1810.

—Quinquennial Catalogue Of Harvard University, 1636-1920.

Originally titled as an Election Sermon, and typically given by a leading Minister in Massachusetts from its inception as a colony, at the election of state officers.

Dr. Puffer's 1803 work featured here is perhaps the finest example applied to the realm of political science. It is, in essence, a superlative overview of the methods of either nation building, or national ruin one may find, and one can trace its application to similar concerns in  present political events.  

 
Dr. Puffer also gave Harvard's coveted  Dudlean Lecture in 1808, which further demonstrated his astounding literary style crafted to capture the audience’s attention.",2011,English,N/A,Law,All Rights Reserved - Standard Copyright License,"By (author): Reuben Puffer, D.D.",,,,,PDF,"['Harvard', 'Politics', 'Government', 'American Revolution', 'Nassau-hall']"
https://www.lulu.com//shop/christopher-reichert/memories-of-our-friend-sue-williamson/ebook/product-1nq444yv.html?q=Harvard+University,Memories of our friend Sue Williamson,Christopher Reichert,Ebook,9.35,"This is a book of collected memories of Sue Williamson, Director of the MPA programs at the John F. Kennedy School of Government at Harvard University.",2011,English,N/A,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Christopher Reichert,,,,,PDF,"['Sue Williamson', 'Harvard', 'Kennedy School']"
https://www.lulu.com//shop/james-joe/psy-530-topic-4-benchmark-implicit-association-tests/paperback/product-1e5v72d4.html?q=Harvard+University,PSY 530 Topic 4 Benchmark Implicit Association Tests,james joe,Paperback,8.06,"Take one (gender, age, race, sexuality, disability, or weight) of the Implicit Association Tests (IAT) at the Harvard University website.
In 750-1,000 words, address the following:",2018,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,By (author): james joe,2,Saddle Stitch,Black & White,US Letter (8.5 x 11 in / 216 x 279 mm),,"['international study', 'computer science', 'engineering & technology', 'accounting', 'business', 'pscychology', 'social science', 'political science', 'project risk management', 'arts & humanities', 'religious studies sociology']"
https://www.lulu.com//shop/tyler-mohr/6x9-folio/paperback/product-1z45ynyq.html?q=Harvard+University,6x9 Folio,Tyler Mohr,Paperback,8.75,Compilation of Landscape Architecture work by Tyler Mohr. Work compiled includes samples produced from Colorado State University during his BSLA and from the Harvard Graduate School of Design during his MLA II.,2015,English,N/A,Art & Photography,All Rights Reserved - Standard Copyright License,By (author): Tyler Mohr,40,Saddle Stitch,Color,US Trade (6 x 9 in / 152 x 229 mm),,"['Landscape', 'Architecture', 'Portfolio', 'Tyler', 'Mohr', 'MLA', 'Harvard', 'Graduate', 'School', 'of', 'Design', 'GSD', 'II', 'Colorado', 'State', 'University']"
https://www.lulu.com//shop/reuben-puffer-dd/harvard-political-discourse-1803/paperback/product-1g6qr4z.html?q=Harvard+University,Harvard Political Discourse 1803,"Reuben Puffer, D.D.",Paperback,5.91,"About this Book…

Harvard Political Discourse 1803.

By Reuben Puffer, D.D.

Reuben Puffer, graduated Harvard, B.A. 1778. He received the degree at Harvard of S.T.D., (Doctorate in Sacred Theology) in 1810.

—Quinquennial Catalogue Of Harvard University, 1636-1920.

Originally titled as an Election Sermon, and typically given by a leading Minister in Massachusetts from its inception as a colony, at the election of state officers.

Dr. Puffer's 1803 work featured here is perhaps the finest example applied to the realm of political science. It is, in essence, a superlative overview of the methods of either nation building, or national ruin one may find, and one can trace its application to similar concerns in  present political events.  

 
Dr. Puffer also gave Harvard's coveted  Dudlean Lecture in 1808, which further demonstrated his astounding literary style crafted to capture the audience’s attention.",2008,English,N/A,Law,All Rights Reserved - Standard Copyright License,"By (author): Reuben Puffer, D.D.",36,Saddle Stitch,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Harvard', 'Politics', 'Government', 'American Revolution', 'Nassau-hall']"
https://www.lulu.com//shop/benjamin-brawley/women-of-achievement/ebook/product-1ynn977w.html?q=Harvard+University,Women of Achievement.,Benjamin Brawley,Ebook,1.99,"Women of Achievement is one of many books by Benjamin Griffith Brawley. He was a prominent African American author and educator. He studied at Atlanta Baptist College (renamed Morehouse College) graduating in 1901, the University of Chicago, and received his Master's degree from Harvard University in 1908.[1] Brawley taught in the English departments at Atlanta Baptist College, Howard University, and Shaw University.",2012,English,9781105807114,Fiction,All Rights Reserved - Standard Copyright License,By (author): Benjamin Brawley,,,,,EPUB,['Women of Achievement']
https://www.lulu.com//shop/amy-morin/13-things-mentally-strong-people-dont-do-take-back-your-power-embrace-change-face-your-fears-and-train-your-brain-for-happiness-and-success/ebook/product-m7rk4q.html?q=Harvard+University,"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success",Amy Morin,Ebook,43.21,"A study conducted by the formidably sober and scientific Harvard University found that patients who were prayed for recovered quicker than those who weren’t, even if they weren’t aware of the prayer.",2023,English,N/A,Parenting & Families,All Rights Reserved - Standard Copyright License,By (author): Amy Morin,,,,,PDF,"['fear', 'happiness']"
https://www.lulu.com//shop/jen-sincero/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life-you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life/ebook/product-m79y95.html?q=Harvard+University,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Ebook,25.43,"A study conducted by the formidably sober and scientific Harvard University found that patients who were prayed for recovered quicker than those who weren’t, even if they weren’t aware of the prayer.",2023,English,N/A,Art & Photography,All Rights Reserved - Standard Copyright License,By (author): Jen Sincero,,,,,PDF,"['Edito', 'Most Popular']"
https://www.lulu.com//shop/henry-cloud/boundaries-with-kids-when-to-say-yes-how-to-say-no/ebook/product-qe4j4p.html?q=Harvard+University,"Boundaries With Kids: When To Say Yes, How To Say No",Henry Cloud,Ebook,48.77,"A study conducted by the formidably sober and scientific Harvard University found that patients who were prayed for recovered quicker than those who weren’t, even if they weren’t aware of the prayer.",2023,English,N/A,Children's,All Rights Reserved - Standard Copyright License,By (author): Henry Cloud,,,,,PDF,['boundaries']
https://www.lulu.com//shop/bay-path-university-students/hnmun-delegate-handbook-2014-2015-nepal/paperback/product-1dmk8kv6.html?q=Harvard+University,HNMUN Delegate Handbook 2014-2015--Nepal,Bay Path University Students,Paperback,5.94,"This Handbook guides the deliberations and committee work of Bay Path University students attending the Harvard National Model United Nations Conference February 12-15, 2015.  It is divided into three sections that focus upon understanding basic UN committee functions, the culture of Nepal, and the issues to be addressed at the HNMUN Conference 2015.",2015,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,By (author): Bay Path University Students,113,Paperback,Black & White,US Letter (8.5 x 11 in / 216 x 279 mm),,"['Nepal', 'UN', 'United Nations', 'HNMUN International Studies']"
https://www.lulu.com//shop/hubert-kennedy/sex-and-math-in-harvard-yard/paperback/product-1gr7wkn.html?q=Harvard+University,Sex and Math in Harvard Yard,Hubert Kennedy,Paperback,11.98,James Mills Peirce (1834–1906) was a respected—and secretly gay—mathematics professor at Harvard University. This imaginative biography recreates college life at Harvard in the late nineteenth century and gives a realistic picture of the life of an intellectual coming to terms with his homosexuality. The intimate glimpses into his sex life add a charming touch to the historically accurate picture of the development of graduate education in New England. Those with an interest in the history of mathematics and/or the early history of the gay movement in Europe will especially appreciate this thoughtful and thoroughly researched presentation by a scholar of both subjects.,2008,English,N/A,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Hubert Kennedy,203,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Peirce', 'Harvard', 'mathematics']"
https://www.lulu.com//shop/napoleon-hill/think-and-grow-rich/ebook/product-vv584e.html?q=Harvard+University,Think And Grow Rich,Napoleon Hill,Ebook,53.21,"A study conducted by the formidably sober and scientific Harvard University found that patients who were prayed for recovered quicker than those who weren’t, even if they weren’t aware of the prayer.",2023,English,N/A,Parenting & Families,All Rights Reserved - Standard Copyright License,By (author): Napoleon Hill,,,,,PDF,"['cooper', 'grow rich']"
https://www.lulu.com//shop/hubert-kennedy/sex-and-math-in-harvard-yard/ebook/product-1k8e4yjz.html?q=Harvard+University,Sex and Math in Harvard Yard,Hubert Kennedy,Ebook,3.00,James Mills Peirce (1834–1906) was a respected—and secretly gay—mathematics professor at Harvard University. This imaginative biography recreates college life at Harvard in the late nineteenth century and gives a realistic picture of the life of an intellectual coming to terms with his homosexuality. The intimate glimpses into his sex life add a charming touch to the historically accurate picture of the development of graduate education in New England. Those with an interest in the history of mathematics and/or the early history of the gay movement in Europe will especially appreciate this thoughtful and thoroughly researched presentation by a scholar of both subjects.,2011,English,N/A,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Hubert Kennedy,,,,,PDF,"['Peirce', 'Harvard', 'mathematics']"
https://www.lulu.com//shop/kimberly-blythe/graduate-portfolio/ebook/product-19qpj94k.html?q=Harvard+University,Graduate Portfolio,Kimberly Blythe,Ebook,2.00,"A portfolio of my work from the Graduate program at the University of Florida's School of Architecture. Includes work conducted under Architect Marlon Blackwell and Juhani Pallasmaa, along with drawings conducted under Harvard Drawing Professor, Kelly Wilson.",2011,English,N/A,Art & Photography,All Rights Reserved - Standard Copyright License,By (author): Kimberly Blythe,,,,,PDF,"['architecture', 'portfolio', 'uf', 'university of florida', 'graduate']"
https://www.lulu.com//shop/kimberly-blythe/graduate-portfolio/paperback/product-1m44kmz7.html?q=Harvard+University,Graduate Portfolio,Kimberly Blythe,Paperback,25.00,"A portfolio of my work from the Graduate program at the University of Florida's School of Architecture. Includes work conducted under Architect Marlon Blackwell and Juhani Pallasmaa, along with drawings conducted under Harvard Drawing Professor, Kelly Wilson.",2010,English,N/A,Art & Photography,All Rights Reserved - Standard Copyright License,By (author): Kimberly Blythe,63,Paperback,Color,Small Landscape (9 x 7 in / 229 x 178 mm),,"['architecture', 'portfolio', 'uf', 'university of florida', 'graduate']"
https://www.lulu.com//shop/etazhi-j%D0%BEurnal/%D1%8D%D1%82%D0%B0%D0%B6%D0%B8-no3-15-%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C-2019/paperback/product-1gqgj572.html?q=Harvard+University,Этажи №3 (15) сентябрь 2019,Etazhi Jоurnal,Paperback,6.54,"«Этажи» — литературно-художественный журнал на русском языке, имеет электронную (сайт) и печатную версии. Печатный журнал выходит с периодичностью четыре раза 
в год (март, июнь, сентябрь, декабрь); представлен в книжных магазинах в России, США, Израиле, Латвии, Канаде, Италии и др. странах, в интернет-магазинах; поступает в библиотеки американских университетов для кафедры славистики (The University of Chicago Library, Princeton University Library, Harvard College Library), в ведущие библиотеки РФ, в архив «Российской книжной палаты».",2019,Russian,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Etazhi Journal,120,Paperback,Black & White,Crown Quarto (7.44 x 9.68 in / 189 x 246 mm),,"['Etazhi', 'zhurnal', 'Etazhi', 'Journal']"
