URL,Date,Remark,Title,Author,Type,Price,Summary,Publication Year,Language,ISBN,Category,Copyright,Contributors,Pages,Binding,Interior Color,Dimensions,Format,Keywords
https://www.lulu.com//shop/roy-samuels/sailing-through-plate-glass-doors/paperback/product-1w4e4yyd.html?q=samuels,2023-07-11,Unverified,Sailing Through Plate Glass Doors,Roy Samuels,Paperback,26.86,"World War II and a Dublin-Liverpool family's 20 years of living before, during and after those tough and often funny times. Seen through the eyes of a young boy.",2008,English,9781409251859,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Roy Samuels,427,Paperback,Black & White,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['World War 2', 'Dublin', 'Liverpool', 'Wartime', 'Rationing', 'Little Jerusalem', 'Post World War', 'Boyhood Memories', 'WW2', 'WWII']"
https://www.lulu.com//shop/jeanene-samuels/freedom/paperback/product-jrj5k7.html?q=samuels,2023-07-11,Unverified,Freedom:,Jeanene Samuels,Paperback,44.44,"Jeanene has always known that love is an action word. However, she thought that if you loved someone unconditionally it would be reciprocated automatically, which forced her to learn that was not the case. 

Jeanene recounts some of her most important relationships that impacted how she navigated those relationships. She remembers and reflects on a time when she was naïve about love. This is a recap of her journey and discovering she had to love herself first. 

Jeanene's memories, poetry, and journal entries capture her story in a way that is deeply intimate and personal for the reader.",2022,English,9781312765139,Personal Growth,All Rights Reserved - Standard Copyright License,By (author): Jeanene Samuels,137,Paperback,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,"['Growth', 'Relationships', 'Self-Love', 'Poetry', 'Memoir']"
https://www.lulu.com//shop/alphonso-samuels/whats-next/ebook/product-n49wwp.html?q=samuels,2023-07-11,Unverified,What's Next,Alphonso Samuels,Ebook,4.99,Justin is a good provider for His family but somehow becomes really distant when He makes the decision to leave His secure working environment to venture out on His own to try and leave a legacy behind for his loved ones so that they do not have to go through the same monotonous life expectancies as he does.,2022,English,N/A,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Alphonso Samuels,,,,,EPUB,"['Psychological', 'Thriller', 'real life', 'pressure', 'emotions', 'pain', 'plot', 'graphic']"
https://www.lulu.com//shop/alces-samuels/the-chronicles-of-hurt/ebook/product-1dn29gqy.html?q=samuels,2023-07-11,Unverified,The Chronicles of Hurt,Alces Samuels,Ebook,5.99,The Chronicles of Hurt is a fictional novel describing Judith Porter's experience with Hurt. Hurt has become a real character in her life and imagination. He is constantly around making the process of separation even more painful and difficult. After Judith submits to the cross of Jesus Christ she is able to overcome Hurt and pick up the pieces of her life.,2011,English,N/A,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Alces Samuels,,,,,PDF,"['hurt', 'abuse', 'christ', 'overcome', 'marriage', 'relationships', 'divorce', 'pain', 'separation', 'rejection']"
https://www.lulu.com//shop/stacy-samuels/lost-in-a-world-between-reality-and-poetry/paperback/product-1jen628.html?q=samuels,2023-07-11,Unverified,Lost In a World Between Reality and Poetry,Stacy Samuels,Paperback,4.90,No description supplied,2006,English,N/A,Parenting & Families,All Rights Reserved - Standard Copyright License,By (author): Stacy Samuels,20,Saddle Stitch,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Sex', 'Relationships', 'Love', 'Romance']"
https://www.lulu.com//shop/kes-haile-maskel-samuels/images-of-faith-contemporary-ethiopic-icons/paperback/product-126qk49.html?q=samuels,2023-07-11,Unverified,Images of Faith: Contemporary Ethiopic Icons,Kes Haile Maskel Samuels,Paperback,32.89,"A colourful look at the art of Iconography from the Ethiopian Orthodox Tewahedo Church perspective with references to its spiritual, cultural and national heritage and why we paint and venerate the Icons.",2008,English,N/A,Art & Photography,All Rights Reserved - Standard Copyright License,By (author): Kes Haile Maskel Samuels,76,Paperback,Color,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Ethiopia', 'Christianity', 'Iconography', 'Orthodox']"
https://www.lulu.com//shop/miquel-marvin-samuels/the-secret-to-start-and-develop-your-own-business/paperback/product-17kr777z.html?q=samuels,2023-07-11,Unverified,The Secret to Start and Develop your Own Business,"Miquel, Marvin Samuels",Paperback,11.52,"I wrote this book as a guide to keep me grounded.  This book is not about management, it does not teach about organizational structures.  However it will show you how to start and develop your own business.  You’ll learn how to be successful in your own life by your creations.  It is easy to read and is straight forward.  

Learn how money really works and how to use your own resources to start and develop your own business.   This book will give you results",2009,English,N/A,Personal Growth,All Rights Reserved - Standard Copyright License,"By (author): Miquel, Marvin Samuels",51,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,['Entrepreneurs Business self-Development']
https://www.lulu.com//shop/rob-samuels/izzy-was-busy/hardcover/product-1jqmg68q.html?q=samuels,2023-07-11,Unverified,Izzy Was Busy,Rob Samuels,Hardcover,22.50,"Izzy must walk 3 miles each day to collect water for her family to drink, cook, and clean with, instead of going to school or playing with friends. This water is not clean, and her brother is getting sick. Workers arrive to dig a well to provide Izzy's village with clean water. Will clean water be found?",2018,English,N/A,Children's,All Rights Reserved - Standard Copyright License,By (author): Rob Samuels,24,Hardcover,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,"['clean water', 'water crisis', 'africa water', 'jerry can', 'walking for water', '3 miles', 'walk for water']"
https://www.lulu.com//shop/maryjane-samuels/rudiment-2018-music-photography/paperback/product-12q66mz5.html?q=samuels,2023-07-11,Unverified,Rudiment 2018 Music Photography,Maryjane Samuels,Paperback,40.18,"Rudiment is described as a mere beginning of something and setting a foundation of what is to come next. In this case, it's a mere beginning of music photography. In this book, you will see growth of quality, imagination, creativity, and passion.",2018,English,9780359285624,Art & Photography,All Rights Reserved - Standard Copyright License,By (author): Maryjane Samuels,110,Paperback,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,"['photography', 'art', 'portrait', 'concert', 'concert photography', 'bands', 'music']"
https://www.lulu.com//shop/jackson-samuels/the-expats-citizenship-handbook/ebook/product-1qz9d278.html?q=samuels,2023-07-11,Unverified,The Expat's Citizenship Handbook,Jackson Samuels,Ebook,12.50,"A second citizenship confers many advantages. Among the most important is a second passport. Others include more private banking, better visa-free travel, expanded opportunities for work, greater latitude in starting a business and more options for retirement.

Don't fall for internet ""instant passport"" schemes. For Americans, passport fraud is a crime. Get your second citizenship legally. This book contains the citizenship requirements for over 200 countries. All from official sources.",2011,English,N/A,Law,All Rights Reserved - Standard Copyright License,By (author): Jackson Samuels,,,,,PDF,"['Dual Citizenship', 'Expatriate', 'Second Passport', 'Second Citizenship']"
https://www.lulu.com//shop/veronica-samuels/math-writing-prompts/ebook/product-1qzy2rgy.html?q=samuels,2023-07-11,Unverified,Math Writing Prompts,Veronica Samuels,Ebook,2.99,This ebook contains 20 math writing prompts for middle school math students.  It covers some of the basic skills such as fractions and decimals.,2010,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,By (author): Veronica Samuels,,,,,PDF,"['math', 'math and writing']"
https://www.lulu.com//shop/shameeka-samuels/business-mistakes-turned-into-life-lessons/paperback/product-12qn45qp.html?q=samuels,2023-07-11,Unverified,Business Mistakes Turned into Life Lessons,Shameeka Samuels,Paperback,22.76,A guide for inspiring and struggling business owners to avoid expensive mistakes.,2018,English,9781387762774,Business & Economics,All Rights Reserved - Standard Copyright License,By (author): Shameeka Samuels,44,Paperback,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,['Journal; Guide; Planner']
https://www.lulu.com//shop/roy-samuels/sailing-through-plate-glass-doors/ebook/product-1epkzzez.html?q=samuels,2023-07-11,Unverified,Sailing Through Plate Glass Doors,Roy Samuels,Ebook,0.00,"World War II and a Dublin-Liverpool family's 20 years of living before, during and after those tough and often funny times. Seen through the eyes of a young boy.",2011,English,N/A,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Roy Samuels,,,,,PDF,"['World War 2', 'Dublin', 'Liverpool', 'Wartime', 'Rationing', 'Little Jerusalem', 'Post World War', 'Boyhood Memories', 'WW2', 'WWII']"
https://www.lulu.com//shop/jeanene-samuels/freedom/ebook/product-8pp2pz.html?q=samuels,2023-07-11,Unverified,Freedom,Jeanene Samuels,Ebook,22.22,"Love is an action word, but Jeanene has always known that. She thought that if you loved someone unconditionally, it would be reciprocated automatically—but she learned that was not the case. In this book, Jeanene recounts some of her most important relationships, including her family and her husband. She remembers and reflects on a time when she was naïve about love. This is a recap of her journey and discovering she had to love herself first. Jeanene's memories, poetry, and journal entries capture her story.",2023,English,9781387333608,Personal Growth,All Rights Reserved - Standard Copyright License,By (author): Jeanene Samuels,,,,,EPUB,"['Growth', 'Personal Development', 'Relationships', 'Memoirs']"
https://www.lulu.com//shop/jackson-samuels/the-expats-citizenship-handbook/paperback/product-1k9nvgk.html?q=samuels,2023-07-11,Unverified,The Expat's Citizenship Handbook,Jackson Samuels,Paperback,24.91,"A second citizenship confers many advantages. Among the most important is a second passport. Others include more private banking, better visa-free travel, expanded opportunities for work, greater latitude in starting a business and more options for retirement.

Don't fall for internet ""instant passport"" schemes. For Americans, passport fraud is a crime. Get your second citizenship legally. This book contains the citizenship requirements for over 200 countries. All from official sources.",2008,English,N/A,Law,All Rights Reserved - Standard Copyright License,By (author): Jackson Samuels,353,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Dual Citizenship', 'Expatriate', 'Second Passport', 'Second Citizenship']"
https://www.lulu.com//shop/kia-samuels/a-blaze-among-comets/hardcover/product-1vjz45vn.html?q=samuels,2023-07-11,Unverified,A Blaze Among Comets,Kia Samuels,Hardcover,26.00,A Blaze Among Comets is a collection of short fiction stories ranging from science fiction to an animated tale of an adventure with two dogs. From ziplining across a mountain to figuring out the best way not to cook. A Balze among comets introduces you to action and adventure while connecting the human spirit.,2018,English,9780359221417,Fiction,All Rights Reserved - Standard Copyright License,By (author): Kia Samuels,134,Hardcover,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['short stories', 'animals', 'science fiction', 'adventure']"
https://www.lulu.com//shop/roy-samuels/sailing-through-the-jungle/paperback/product-1m4d6ke8.html?q=samuels,2023-07-11,Unverified,Sailing Through the Jungle,Roy Samuels,Paperback,20.46,"""Sailing Through the Jungle"" by Roy Samuels in part two of an autobiographical trilogy and covers the second twenty years of his life working in the Ladies Fashion Industry. In Britain and Ireland the business commonly referred to as ""The Rag Trade"" in America is more aptly called ""The Jungle"".

Roy was born in Dublin in 1933 shortly after his parents moved there from Liverpool. In Book One ""Sailing through Plate glass Doors"" he described what life was like for him and his family, before, during and after World War II.

Nowadays, semi-retired, he and his wife Anita live in Manchester close to their four sons, daughters-in-law and eight grandchildren. For the past eight years Roy has been treated for Leukaemia but still finds time to work, write, paint - and play",2010,English,9781445277875,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Roy Samuels,299,Paperback,Black & White,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['WW2', 'World War II', 'Growing up', 'Childhood memories', 'The Rag Trade', 'The Jungle', 'Ladies fashion', 'Dublin', 'Manchester', 'Liverpool', 'Business']"
https://www.lulu.com//shop/stacy-samuels/lost-in-a-world-between-reality-and-poetry/ebook/product-16qggde8.html?q=samuels,2023-07-11,Unverified,Lost In a World Between Reality and Poetry,Stacy Samuels,Ebook,0.00,No description supplied,2011,English,N/A,Parenting & Families,All Rights Reserved - Standard Copyright License,By (author): Stacy Samuels,,,,,PDF,"['Sex', 'Relationships', 'Love', 'Romance']"
https://www.lulu.com//shop/alces-samuels/the-chronicles-of-hurt/paperback/product-1pk8z2p4.html?q=samuels,2023-07-11,Unverified,The Chronicles of Hurt,Alces Samuels,Paperback,18.84,The Chronicles of Hurt is a fictional novel describing Judith Porter's experience with Hurt. Hurt has become a real character in her life and imagination. He is constantly around making the process of separation even more painful and difficult. After Judith submits to the cross of Jesus Christ she is able to overcome Hurt and pick up the pieces of her life.,2011,English,9781257963430,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Alces Samuels,246,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['hurt', 'abuse', 'christ', 'overcome', 'marriage', 'relationships', 'divorce', 'pain', 'separation', 'rejection']"
https://www.lulu.com//shop/miquel-marvin-samuels/the-secret-to-start-and-develop-your-own-business/ebook/product-1yzd5g6e.html?q=samuels,2023-07-11,Unverified,The Secret to Start and Develop your Own Business,"Miquel, Marvin Samuels",Ebook,5.00,"I wrote this book as a guide to keep me grounded.  This book is not about management, it does not teach about organizational structures.  However it will show you how to start and develop your own business.  You’ll learn how to be successful in your own life by your creations.  It is easy to read and is straight forward.  

Learn how money really works and how to use your own resources to start and develop your own business.   This book will give you results",2011,English,N/A,Personal Growth,All Rights Reserved - Standard Copyright License,"By (author): Miquel, Marvin Samuels",,,,,PDF,['Entrepreneurs Business self-Development']
https://www.lulu.com//shop/kenton-samuels/the-rice-filter/hardcover/product-1yny9ge4.html?q=samuels,2023-07-11,Unverified,The Rice Filter,Kenton Samuels,Hardcover,24.82,"After seven years waiting and hoping, civil servant Nicholas Machida has finally made it onto the list of 'Harvestees': one thousand lucky citizens hoping to be added to the populace of the great city of Euchaea. However, his dreams of becoming a member of this perfect society are shattered when he finds himself forced to commit a terrible crime. 

On the run from an uncannily efficient justice system which itself appears to be perfect in every way, and with just four days remaining until his Harvest, Nicholas must find a way to escape the mysterious all-knowing systems running the city or face the flip-side to the perfect society: the perfect punishment.",2013,English,9781291345469,Fiction,All Rights Reserved - Standard Copyright License,By (author): Kenton Samuels,149,Linen Wrap,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Harvest', 'Euchaea', 'Judgement', 'Rice Grain', 'Japan', 'murder', 'Utopia', 'civil service', 'Big Brother', 'bureaucracy', 'crime']"
https://www.lulu.com//shop/stan-samuels/pebble-in-a-pool-of-words/ebook/product-14npyjng.html?q=samuels,2023-07-11,Unverified,Pebble in a Pool of Words,Stan Samuels,Ebook,20.00,Pebble in a Pool of Words is a collection of poems and philosophical meditations written as a personal response to our twenty-first century world. It also includes a number of new and adapted prayers derived from the liberal Jewish liturgy.  Most of the latter have been used as part of innovative religious services and are now being made more widely available. The collection also contains some humorous and romantic poems to lighten the overall mood of the book.,2011,English,N/A,Poetry,All Rights Reserved - Standard Copyright License,By (author): Stan Samuels,,,,,PDF,"['poetry', 'spirituality', 'political commenary', 'Judaica']"
https://www.lulu.com//shop/kes-haile-maskel-samuels/images-of-faith-contemporary-ethiopic-icons/ebook/product-1k8rpkgk.html?q=samuels,2023-07-11,Unverified,Images of Faith: Contemporary Ethiopic Icons,Kes Haile Maskel Samuels,Ebook,11.72,"A colourful look at the art of Iconography from the Ethiopian Orthodox Tewahedo Church perspective with references to its spiritual, cultural and national heritage and why we paint and venerate the Icons.",2011,English,N/A,Art & Photography,All Rights Reserved - Standard Copyright License,By (author): Kes Haile Maskel Samuels,,,,,PDF,"['Ethiopia', 'Christianity', 'Iconography', 'Orthodox']"
https://www.lulu.com//shop/jeanene-samuels/the-nutritional-lifestyle-guide/paperback/product-ger65w.html?q=samuels,2023-07-11,Unverified,The Nutritional Lifestyle Guide,Jeanene Samuels,Paperback,29.48,"The nutritional lifestyle guide is a guide that was created based on the understanding that our health is impacted by all aspects of our lives. This guide is specifically meant to be of insight and provide information based around holistic nutrition and lifestyle. It is offering information that is beneficial to improving habits that we may want to change and don’t know where to start. This information is meant to bring awareness to all things that influence our health and wellness and provide an avenue that offers insight and perspective on nutrition.  This will help you become open to making healthier chooses for your life and your diet and not putting pressure on yourself to do so. It is providing awareness on what nutrition is and the importance of understanding that nutrition is not just what we consume within our bodies but what we consume through all aspects of our life mentally, physically, and spiritually. Nutrition is two-fold, what we put in our bodies and the things we keep around us.",2022,English,9781387941049,Health & Fitness,All Rights Reserved - Standard Copyright License,By (author): Jeanene Samuels,34,Paperback,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,"['Holistic', 'Wellness', 'Health', 'Lifestyle', 'Heath and Wellness']"
https://www.lulu.com//shop/roy-samuels/sailing-through-the-jungle/ebook/product-16qzp4j8.html?q=samuels,2023-07-11,Unverified,Sailing Through the Jungle,Roy Samuels,Ebook,3.10,"""Sailing Through the Jungle"" by Roy Samuels in part two of an autobiographical trilogy and covers the second twenty years of his life working in the Ladies Fashion Industry. In Britain and Ireland the business commonly referred to as ""The Rag Trade"" in America is more aptly called ""The Jungle"".

Roy was born in Dublin in 1933 shortly after his parents moved there from Liverpool. In Book One ""Sailing through Plate glass Doors"" he described what life was like for him and his family, before, during and after World War II.

Nowadays, semi-retired, he and his wife Anita live in Manchester close to their four sons, daughters-in-law and eight grandchildren. For the past eight years Roy has been treated for Leukaemia but still finds time to work, write, paint - and play",2011,English,N/A,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Roy Samuels,,,,,PDF,"['WW2', 'World War II', 'Growing up', 'Childhood memories', 'The Rag Trade', 'The Jungle', 'Ladies fashion', 'Dublin', 'Manchester', 'Liverpool', 'Business']"
https://www.lulu.com//shop/rob-samuels/circus-of-color/ebook/product-1pkvk728.html?q=samuels,2023-07-11,Unverified,Circus of Color,Rob Samuels,Ebook,4.00,"(Softcover) A trip to the circus is always exciting. Animals, clowns and acrobats alike! A big brown bear on a tiny pink bike! Learn the colors as a trip to the circus is described using 12 colors, and uses them again in reverse order in the last half of the story. 20 richly colored full page illustrations are sure to delight readers time and again!",2011,English,N/A,Children's,All Rights Reserved - Standard Copyright License,By (author): Rob Samuels,,,,,PDF,"['Rob Samuels', 'Circus of Color', 'circus', 'colors', 'animals']"
https://www.lulu.com//shop/roy-samuels/sailing-through-good-times-and-bad/paperback/product-159w7nvj.html?q=samuels,2023-07-11,Unverified,Sailing Through Good Times and Bad,Roy Samuels,Paperback,16.46,"The third in the trilogy of ""Sailing Through"" stories about life from 1933 to 1993. Moving events from the life and times of Roy Samuels.",2011,English,9781446798409,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Roy Samuels,219,Paperback,Black & White,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['1930s', '1990s', 'Ireland', 'England']"
https://www.lulu.com//shop/rob-samuels/circus-of-color/paperback/product-184rmjkr.html?q=samuels,2023-07-11,Unverified,Circus of Color,Rob Samuels,Paperback,12.95,"(Softcover) A trip to the circus is always exciting. Animals, clowns and acrobats alike! A big brown bear on a tiny pink bike! Learn the colors as a trip to the circus is described using 12 colors, and uses them again in reverse order in the last half of the story. 20 richly colored full page illustrations are sure to delight readers time and again!",2008,English,N/A,Children's,All Rights Reserved - Standard Copyright License,By (author): Rob Samuels,24,Saddle Stitch,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,"['Rob Samuels', 'Circus of Color', 'circus', 'colors', 'animals']"
https://www.lulu.com//shop/rob-samuels/circus-of-color/hardcover/product-17k6y5nw.html?q=samuels,2023-07-11,Unverified,Circus of Color,Rob Samuels,Hardcover,28.00,"(Hardcover) A trip to the circus is always exciting. Animals, clowns and acrobats alike! A big brown bear on a tiny pink bike! Learn the colors as a trip to the circus is described using 12 colors, and uses them again in reverse order in the last half of the story. 20 richly colored full page illustrations are sure to delight readers time and again!",2008,English,N/A,Children's,All Rights Reserved - Standard Copyright License,By (author): Rob Samuels,24,Hardcover,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,"['Rob Samuels', 'Circus of Color', 'circus', 'colors', 'animals']"
https://www.lulu.com//shop/stan-samuels/pebble-in-a-pool-of-words/paperback/product-1wr2pz4.html?q=samuels,2023-07-11,Unverified,Pebble in a Pool of Words,Stan Samuels,Paperback,15.60,Pebble in a Pool of Words is a collection of poems and philosophical meditations written as a personal response to our twenty-first century world. It also includes a number of new and adapted prayers derived from the liberal Jewish liturgy.  Most of the latter have been used as part of innovative religious services and are now being made more widely available. The collection also contains some humorous and romantic poems to lighten the overall mood of the book.,2007,English,9780615163413,Poetry,All Rights Reserved - Standard Copyright License,By (author): Stan Samuels,92,Paperback,Black & White,Crown Quarto (7.44 x 9.68 in / 189 x 246 mm),,"['poetry', 'spirituality', 'political commenary', 'Judaica']"
